id,m_id,m_fmr_id,m_messengerid,m_messengername,m_unixtime,m_messagetype,m_latitude,m_longitude,m_modelid,m_showcustommsg,m_datetime,m_batterystate,m_hidden,m_altitude,m_payloadstatus,m_custname,m_custassignee,m_custaddr,m_devicetype,m_devicestatus,m_devicestatussubtype,m_deviceinputstatus,m_devicegroup,m_devicefuelstatus1,m_devicefuelstatus2,m_devicewindspeed,m_devicetemperature,m_devicespeed,m_devicedistance,m_deviceheading,m_devicecompass,m_devicebarometric,m_devicewinddirection,m_devicehumidity,m_time,m_date,payload_asli,payload_latitude,payload_longitude,payload_inputstatus,payload_subtype,m_devicegroupdemo,m_devicefuelcoef,m_devicehatch
1780451,1536991628,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:02:54,UNLIMITED-TRACK,3.886970,95.83467864990,"","",2021-02-05 00:02:54,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780455,1536991628,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:02:54,UNLIMITED-TRACK,3.886970,95.83467864990,SPOTTRACE,Y,2021-02-05 00:02:54,LOW,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780452,1536992237,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405848,TNC4405848,2021-02-05 00:04:37,UNLIMITED-TRACK,-4.480290,123.13542938232,"","",2021-02-05 00:04:37,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780456,1536992677,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3182133,TNC3182133,2021-02-05 00:05:56,UNLIMITED-TRACK,-0.701480,118.45728302002,"","",2021-02-05 00:05:56,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780464,1536992677,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3182133,TNC3182133,2021-02-05 00:05:56,UNLIMITED-TRACK,-0.701480,118.45728302002,SPOTTRACE,Y,2021-02-05 00:05:56,GOOD,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780457,1536992835,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3179277,TNC3179277,2021-02-05 00:06:19,NEWMOVEMENT,-4.288040,101.13332366943,"","",2021-02-05 00:06:19,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780463,1536992835,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3179277,TNC3179277,2021-02-05 00:06:19,NEWMOVEMENT,-4.288040,101.13332366943,SPOTTRACE,Y,2021-02-05 00:06:19,LOW,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780458,1536993404,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:07:52,UNLIMITED-TRACK,3.886980,95.83479309082,"","",2021-02-05 00:07:52,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780462,1536993404,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:07:52,UNLIMITED-TRACK,3.886980,95.83479309082,SPOTTRACE,Y,2021-02-05 00:07:52,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780459,1536993580,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171454,tnc0458,2021-02-05 00:08:24,STATUS,-7.957530,131.30538940430,"","",2021-02-05 00:08:24,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780461,1536993580,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171454,tnc0458,2021-02-05 00:08:24,STATUS,-7.957530,131.30538940430,SPOTTRACE,Y,2021-02-05 00:08:24,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780465,1536994230,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425733,TNC4425733,2021-02-05 00:10:26,UNLIMITED-TRACK,-1.758970,117.66239166260,"","",2021-02-05 00:10:26,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780467,1536994447,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3146822,tnc0225,2021-02-05 00:11:32,NEWMOVEMENT,0.772840,118.44918060303,"","",2021-02-05 00:11:32,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780474,1536994447,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3146822,tnc0225,2021-02-05 00:11:32,NEWMOVEMENT,0.772840,118.44918060303,SPOTTRACE,Y,2021-02-05 00:11:32,LOW,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780466,1536994726,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4423565,TNC4423565,2021-02-05 00:12:00,UNLIMITED-TRACK,-8.703510,119.54099273682,"","",2021-02-05 00:12:00,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780468,1536995061,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:12:50,UNLIMITED-TRACK,3.887110,95.83467864990,"","",2021-02-05 00:12:50,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780473,1536995061,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:12:50,UNLIMITED-TRACK,3.887110,95.83467864990,SPOTTRACE,Y,2021-02-05 00:12:50,LOW,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780469,1536995730,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3113521,tnc0199,2021-02-05 00:14:56,NEWMOVEMENT,-0.588330,122.77912902832,"","",2021-02-05 00:14:56,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780472,1536995730,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3113521,tnc0199,2021-02-05 00:14:56,NEWMOVEMENT,-0.588330,122.77912902832,SPOTTRACE,Y,2021-02-05 00:14:56,GOOD,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780475,1536996748,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:17:55,UNLIMITED-TRACK,3.887130,95.83458709717,"","",2021-02-05 00:17:55,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780481,1536996748,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:17:55,UNLIMITED-TRACK,3.887130,95.83458709717,SPOTTRACE,Y,2021-02-05 00:17:55,LOW,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780482,1536998310,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3197337,TNC3197337,2021-02-05 00:22:28,NEWMOVEMENT,-0.898470,127.39594268799,"","",2021-02-05 00:22:28,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780483,1536998314,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183067,TNC3183067,2021-02-05 00:22:29,UNLIMITED-TRACK,3.884490,125.36858367920,"","",2021-02-05 00:22:29,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780488,1536998314,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183067,TNC3183067,2021-02-05 00:22:29,UNLIMITED-TRACK,3.884490,125.36858367920,SPOTTRACE,Y,2021-02-05 00:22:29,GOOD,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780490,1537000240,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:22:56,UNLIMITED-TRACK,3.887150,95.83461761475,"","",2021-02-05 00:22:56,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780495,1537000240,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:22:56,UNLIMITED-TRACK,3.887150,95.83461761475,SPOTTRACE,Y,2021-02-05 00:22:56,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780484,1536998809,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3113521,tnc0199,2021-02-05 00:23:55,UNLIMITED-TRACK,-0.588240,122.77912902832,"","",2021-02-05 00:23:55,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780487,1536998809,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3113521,tnc0199,2021-02-05 00:23:55,UNLIMITED-TRACK,-0.588240,122.77912902832,SPOTTRACE,Y,2021-02-05 00:23:55,GOOD,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780489,1537000206,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:27:56,UNLIMITED-TRACK,3.887190,95.83470916748,"","",2021-02-05 00:27:56,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780494,1537000206,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:27:56,UNLIMITED-TRACK,3.887190,95.83470916748,SPOTTRACE,Y,2021-02-05 00:27:56,LOW,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780491,1537000374,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425535,TNC4425535,2021-02-05 00:28:27,UNLIMITED-TRACK,-2.984330,128.05464172363,"","",2021-02-05 00:28:27,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780496,1537001660,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:32:54,UNLIMITED-TRACK,3.887070,95.83467864990,"","",2021-02-05 00:32:54,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780507,1537001660,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:32:54,UNLIMITED-TRACK,3.887070,95.83467864990,SPOTTRACE,Y,2021-02-05 00:32:54,LOW,0,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780497,1537001682,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3122802,TNC3122802,2021-02-05 00:32:59,STOP,-1.693820,130.59243774414,"","",2021-02-05 00:32:59,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780506,1537001682,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3122802,TNC3122802,2021-02-05 00:32:59,STOP,-1.693820,130.59243774414,SPOTTRACE,Y,2021-02-05 00:32:59,GOOD,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780499,1537001958,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4422686,TNC4422686,2021-02-05 00:33:54,STOP,-5.109700,119.42165374756,"","",2021-02-05 00:33:54,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780500,1537002122,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3126997,TNC3126997,2021-02-05 00:34:27,UNLIMITED-TRACK,4.242030,95.57512664795,"","",2021-02-05 00:34:27,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780505,1537002122,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3126997,TNC3126997,2021-02-05 00:34:27,UNLIMITED-TRACK,4.242030,95.57512664795,SPOTTRACE,Y,2021-02-05 00:34:27,LOW,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780501,1537002131,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3195434,TNC3195434,2021-02-05 00:34:28,NEWMOVEMENT,-1.202880,98.49413299561,"","",2021-02-05 00:34:28,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780509,1537003221,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:37:53,UNLIMITED-TRACK,3.887280,95.83492279053,"","",2021-02-05 00:37:53,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780514,1537003221,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:37:53,UNLIMITED-TRACK,3.887280,95.83492279053,SPOTTRACE,Y,2021-02-05 00:37:53,LOW,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780718,1537037441,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127410,TNC3127410,2021-02-05 00:38:38,UNLIMITED-TRACK,-4.610400,117.12416076660,"","",2021-02-05 00:38:38,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780510,1537003523,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183067,TNC3183067,2021-02-05 00:38:53,POWER-OFF,-99999.000000,-99999.00000000000,"","",2021-02-05 00:38:53,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780513,1537003523,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183067,TNC3183067,2021-02-05 00:38:53,POWER-OFF,-99999.000000,-99999.00000000000,SPOTTRACE,Y,2021-02-05 00:38:53,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780511,1537003657,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4406094,TNC4406094,2021-02-05 00:39:27,UNLIMITED-TRACK,-6.307390,120.00372314453,"","",2021-02-05 00:39:27,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780512,1537003657,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4406094,TNC4406094,2021-02-05 00:39:27,UNLIMITED-TRACK,-6.307390,120.00372314453,SPOTTRACE,Y,2021-02-05 00:39:27,LOW,0,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780515,1537004604,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:42:54,UNLIMITED-TRACK,3.886370,95.83734130859,"","",2021-02-05 00:42:54,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780523,1537004604,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:42:54,UNLIMITED-TRACK,3.886370,95.83734130859,SPOTTRACE,Y,2021-02-05 00:42:54,LOW,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780516,1537004737,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3195424,TNC3195424,2021-02-05 00:43:24,NEWMOVEMENT,-5.937210,105.77507781982,"","",2021-02-05 00:43:24,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780517,1537004755,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183869,TNC3183869,2021-02-05 00:43:27,UNLIMITED-TRACK,-5.262440,135.00114440918,"","",2021-02-05 00:43:27,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780522,1537004755,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183869,TNC3183869,2021-02-05 00:43:27,UNLIMITED-TRACK,-5.262440,135.00114440918,SPOTTRACE,Y,2021-02-05 00:43:27,GOOD,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780525,1537005284,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404563,TNC4404563,2021-02-05 00:45:14,POWER-OFF,-99999.000000,-99999.00000000000,"","",2021-02-05 00:45:14,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780536,1537005284,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404563,TNC4404563,2021-02-05 00:45:14,POWER-OFF,-99999.000000,-99999.00000000000,SPOTTRACE,Y,2021-02-05 00:45:14,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780649,1537023971,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183154,TNC3183154,2021-02-05 00:47:24,STOP,-4.501950,117.05235290527,"","",2021-02-05 00:47:24,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780656,1537023971,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183154,TNC3183154,2021-02-05 00:47:24,STOP,-4.501950,117.05235290527,SPOTTRACE,Y,2021-02-05 00:47:24,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780526,1537006011,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405101,TNC4405101,2021-02-05 00:47:36,POWER-OFF,-99999.000000,-99999.00000000000,"","",2021-02-05 00:47:36,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780527,1537006090,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:47:51,UNLIMITED-TRACK,3.886950,95.83757781982,"","",2021-02-05 00:47:51,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780535,1537006090,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:47:51,UNLIMITED-TRACK,3.886950,95.83757781982,SPOTTRACE,Y,2021-02-05 00:47:51,LOW,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780528,1537006609,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3196754,TNC3196754,2021-02-05 00:49:25,UNLIMITED-TRACK,-2.028900,121.76275634766,"","",2021-02-05 00:49:25,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780531,1537006822,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171379,tnc0457,2021-02-05 00:50:09,UNLIMITED-TRACK,-2.926610,131.99540710449,"","",2021-02-05 00:50:09,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780543,1537006822,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171379,tnc0457,2021-02-05 00:50:09,UNLIMITED-TRACK,-2.926610,131.99540710449,SPOTTRACE,Y,2021-02-05 00:50:09,GOOD,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780537,1537007826,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404557,TNC4404557,2021-02-05 00:53:27,NEWMOVEMENT,-1.742870,117.63337707520,"","",2021-02-05 00:53:27,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780542,1537007826,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404557,TNC4404557,2021-02-05 00:53:27,NEWMOVEMENT,-1.742870,117.63337707520,SPOTTRACE,Y,2021-02-05 00:53:27,LOW,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780538,1537008198,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4424315,TNC4424315,2021-02-05 00:54:39,UNLIMITED-TRACK,0.202610,117.65196228027,"","",2021-02-05 00:54:39,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780544,1537008580,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183888,TNC3183888,2021-02-05 00:55:52,STATUS,-1.272030,116.85736846924,"","",2021-02-05 00:55:52,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780564,1537008580,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183888,TNC3183888,2021-02-05 00:55:52,STATUS,-1.272030,116.85736846924,SPOTTRACE,Y,2021-02-05 00:55:52,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780545,1537008761,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425149,TNC4425149,2021-02-05 00:56:28,UNLIMITED-TRACK,-2.147890,128.75068664551,"","",2021-02-05 00:56:28,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780546,1537008787,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183063,TNC3183063,2021-02-05 00:56:32,STOP,-3.561810,122.41606140137,"","",2021-02-05 00:56:32,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780563,1537008787,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183063,TNC3183063,2021-02-05 00:56:32,STOP,-3.561810,122.41606140137,SPOTTRACE,Y,2021-02-05 00:56:32,LOW,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780580,1537012122,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:57:49,UNLIMITED-TRACK,3.885310,95.83689117432,"","",2021-02-05 00:57:49,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780590,1537012122,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 00:57:49,UNLIMITED-TRACK,3.885310,95.83689117432,SPOTTRACE,Y,2021-02-05 00:57:49,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780549,1537009717,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183285,TNC3183285,2021-02-05 00:59:36,STATUS,-10.189940,123.48095703125,"","",2021-02-05 00:59:36,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780562,1537009717,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183285,TNC3183285,2021-02-05 00:59:36,STATUS,-10.189940,123.48095703125,SPOTTRACE,Y,2021-02-05 00:59:36,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780550,1537009722,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183420,TNC3183420,2021-02-05 00:59:37,UNLIMITED-TRACK,-0.246000,118.93784332275,"","",2021-02-05 00:59:37,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780561,1537009722,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183420,TNC3183420,2021-02-05 00:59:37,UNLIMITED-TRACK,-0.246000,118.93784332275,SPOTTRACE,Y,2021-02-05 00:59:37,GOOD,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780758,1537043131,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4424315,TNC4424315,2021-02-05 01:01:24,STOP,0.202610,117.65204620361,"","",2021-02-05 01:01:24,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780566,1537010382,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405951,TNC4405951,2021-02-05 01:01:57,STOP,2.211690,96.68762969971,"","",2021-02-05 01:01:57,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780567,1537010419,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404128,TNC4404128,2021-02-05 01:02:04,STOP,-4.273680,101.28012847900,"","",2021-02-05 01:02:04,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780568,1537010593,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 01:02:48,UNLIMITED-TRACK,3.884810,95.83747100830,"","",2021-02-05 01:02:48,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780576,1537010593,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 01:02:48,UNLIMITED-TRACK,3.884810,95.83747100830,SPOTTRACE,Y,2021-02-05 01:02:48,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780570,1537011030,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127572,TNC3127572,2021-02-05 01:04:11,UNLIMITED-TRACK,-1.906720,129.23538208008,"","",2021-02-05 01:04:11,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780574,1537011030,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127572,TNC3127572,2021-02-05 01:04:11,UNLIMITED-TRACK,-1.906720,129.23538208008,SPOTTRACE,Y,2021-02-05 01:04:11,GOOD,0,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780571,1537011141,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405848,TNC4405848,2021-02-05 01:04:33,UNLIMITED-TRACK,-4.633770,123.22743988037,"","",2021-02-05 01:04:33,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780577,1537011456,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3182133,TNC3182133,2021-02-05 01:05:37,UNLIMITED-TRACK,-0.752430,118.43285369873,"","",2021-02-05 01:05:37,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780589,1537011456,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3182133,TNC3182133,2021-02-05 01:05:37,UNLIMITED-TRACK,-0.752430,118.43285369873,SPOTTRACE,Y,2021-02-05 01:05:37,GOOD,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780578,1537011689,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3179277,TNC3179277,2021-02-05 01:06:26,UNLIMITED-TRACK,-4.275420,101.12625122070,"","",2021-02-05 01:06:26,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780588,1537011689,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3179277,TNC3179277,2021-02-05 01:06:26,UNLIMITED-TRACK,-4.275420,101.12625122070,SPOTTRACE,Y,2021-02-05 01:06:26,LOW,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780579,1537012094,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 01:07:49,UNLIMITED-TRACK,3.885870,95.83748626709,"","",2021-02-05 01:07:49,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780587,1537012094,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 01:07:49,UNLIMITED-TRACK,3.885870,95.83748626709,SPOTTRACE,Y,2021-02-05 01:07:49,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780591,1537012972,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3182506,TNC3182506,2021-02-05 01:10:52,POWER-OFF,-99999.000000,-99999.00000000000,"","",2021-02-05 01:10:52,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
